"Refid","Author","Title","User","Level","algorithm_domain1","assessor_domain1","algorithm_domain2a","algorithm_domain2b","algorithm_domain2c","assessor_domain2","algorithm_domain3","assessor_domain3","algorithm_domain4","assessor_domain4","algorithm_domain5","assessor_domain5","algorithm_overall","assessor_overall"
17365,"Brøndum, T. L., Leerhøy, B., Jensen, K. K.","Effect of preoperative, high-dose glucocorticoid on early cognitive function after abdominal wall reconstruction – A randomized controlled trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,High,High,Low,Low,Low,Low,High,High
17365,"Brøndum, T. L., Leerhøy, B., Jensen, K. K.","Effect of preoperative, high-dose glucocorticoid on early cognitive function after abdominal wall reconstruction – A randomized controlled trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,High,High,Low,Low,Low,Low,High,High
17503,"Gao, C., Huang, T., Wu, K., Zhang, W., Wang, S., Chai, X., Xie, Y., Tang, C.","Multimodal Analgesia for Accelerated Rehabilitation after Total Knee Arthroplasty: A Randomized, Double-Blind, Controlled Trial on the Effect of the Co-Application of Local Infiltration Analgesia and Femoral Nerve Block Combined with Dexmedetomidine",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns","Some concerns","Some concerns"
17503,"Gao, C., Huang, T., Wu, K., Zhang, W., Wang, S., Chai, X., Xie, Y., Tang, C.","Multimodal Analgesia for Accelerated Rehabilitation after Total Knee Arthroplasty: A Randomized, Double-Blind, Controlled Trial on the Effect of the Co-Application of Local Infiltration Analgesia and Femoral Nerve Block Combined with Dexmedetomidine",Anne_Marbella,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns","Some concerns","Some concerns"
17531,"Guo, L., Liu, Y., Wang, M.","Effect of Perioperative Dexmedetomidine Anesthesia on Prognosis of Elderly Patients with Gastrointestinal Tumor Surgery",Madhulika_Agarkar,4,"Some concerns","Some concerns","Some concerns","Some concerns","Some concerns","Some concerns",Low,Low,"Some concerns","Some concerns","Some concerns","Some concerns","Some concerns","Some concerns"
17531,"Guo, L., Liu, Y., Wang, M.","Effect of Perioperative Dexmedetomidine Anesthesia on Prognosis of Elderly Patients with Gastrointestinal Tumor Surgery",Anne_Marbella,4,"Some concerns","Some concerns","Some concerns","Some concerns","Some concerns","Some concerns",Low,Low,"Some concerns","Some concerns","Some concerns","Some concerns","Some concerns","Some concerns"
17575,"Hu, G., Long, A., Wang, J., Wang, X.","EFFECTS OF ORAL ATORVASTATIN ON INFLAMMATORY MARKERS AND POSTOPERATIVE DELIRIUM IN ELDERLY PATIENTS WITH HIP FRACTURE SURGERY",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns",Low,Low,"Some concerns","Some concerns"
17575,"Hu, G., Long, A., Wang, J., Wang, X.","EFFECTS OF ORAL ATORVASTATIN ON INFLAMMATORY MARKERS AND POSTOPERATIVE DELIRIUM IN ELDERLY PATIENTS WITH HIP FRACTURE SURGERY",Anne_Marbella,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns",Low,Low,"Some concerns","Some concerns"
17683,"Kowalczyk, M., Panasiuk-Kowalczyk, A., Stadnik, A., Guz, M., Cybulski, M., Jeleniewicz, W., Stepulak, A., Kwiatosz-Muc, M.","Dexmedetomidine Increases MMP-12 and MBP Concentrations after Coronary Artery Bypass Graft Surgery with Extracorporeal Circulation Anaesthesia without Impacting Cognitive Function: A Randomised Control Trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17683,"Kowalczyk, M., Panasiuk-Kowalczyk, A., Stadnik, A., Guz, M., Cybulski, M., Jeleniewicz, W., Stepulak, A., Kwiatosz-Muc, M.","Dexmedetomidine Increases MMP-12 and MBP Concentrations after Coronary Artery Bypass Graft Surgery with Extracorporeal Circulation Anaesthesia without Impacting Cognitive Function: A Randomised Control Trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17971,"Sciberras, S. C., Vella, A. P., Vella, B., Spiteri, J., Mizzi, C., Borg-Xuereb, K., Laferla, G., Grech, G., Sammut, F.","A randomized, controlled trial on the effect of anesthesia on chronic pain after total knee arthroplasty",Anne_Marbella,4,Low,Low,"Some concerns",Low,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
17971,"Sciberras, S. C., Vella, A. P., Vella, B., Spiteri, J., Mizzi, C., Borg-Xuereb, K., Laferla, G., Grech, G., Sammut, F.","A randomized, controlled trial on the effect of anesthesia on chronic pain after total knee arthroplasty",Stephanie_Ramirez,4,Low,Low,"Some concerns",Low,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
17987,"Shen, L., Chen, J. Q., Yang, X. L., Hu, J. C., Gao, W., Chai, X. Q., Wang, D.","Flurbiprofen used in one-lung ventilation improves intraoperative regional cerebral oxygen saturation and reduces the incidence of postoperative delirium",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17987,"Shen, L., Chen, J. Q., Yang, X. L., Hu, J. C., Gao, W., Chai, X. Q., Wang, D.","Flurbiprofen used in one-lung ventilation improves intraoperative regional cerebral oxygen saturation and reduces the incidence of postoperative delirium",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18152,"Yang, L., Chen, Z., Xiang, D.","Effects of intravenous anesthesia with sevoflurane combined with propofol on intraoperative hemodynamics, postoperative stress disorder and cognitive function in elderly patients undergoing laparoscopic surgery",Anne_Marbella,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
18152,"Yang, L., Chen, Z., Xiang, D.","Effects of intravenous anesthesia with sevoflurane combined with propofol on intraoperative hemodynamics, postoperative stress disorder and cognitive function in elderly patients undergoing laparoscopic surgery",Stephanie_Ramirez,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
18178,"Zeng, Y., Wang, Q., Hu, J., Yang, J.","Adding Dexamethasone to Adductor Canal Block Combined With iPACK Block Improve Postoperative Analgesia of Total Knee Arthroplasty",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18178,"Zeng, Y., Wang, Q., Hu, J., Yang, J.","Adding Dexamethasone to Adductor Canal Block Combined With iPACK Block Improve Postoperative Analgesia of Total Knee Arthroplasty",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18346,"Deng, C. M., Meng, Z. T., Yang, J., Zhang, C. J., Lu, M., Wang, Y. X., Mu, D. L.","Effect of intraoperative remimazolam on postoperative sleep quality in elderly patients after total joint arthroplasty: a randomized control trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18346,"Deng, C. M., Meng, Z. T., Yang, J., Zhang, C. J., Lu, M., Wang, Y. X., Mu, D. L.","Effect of intraoperative remimazolam on postoperative sleep quality in elderly patients after total joint arthroplasty: a randomized control trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18378,"Farrer, T. J., Monk, T. G., McDonagh, D. L., Martin, G., Pieper, C. F., Koltai, D.","A prospective randomized study examining the impact of intravenous versus inhalational anesthesia on postoperative cognitive decline and delirium",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
18378,"Farrer, T. J., Monk, T. G., McDonagh, D. L., Martin, G., Pieper, C. F., Koltai, D.","A prospective randomized study examining the impact of intravenous versus inhalational anesthesia on postoperative cognitive decline and delirium",Stephanie_Ramirez,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
18435,"Han, C., Ji, H., Guo, Y., Fei, Y., Wang, C., Yuan, Y., Ruan, Z., Ma, T.","Effect of Subanesthetic Dose of Esketamine on Perioperative Neurocognitive Disorders in Elderly Undergoing Gastrointestinal Surgery: A Randomized Controlled Trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18435,"Han, C., Ji, H., Guo, Y., Fei, Y., Wang, C., Yuan, Y., Ruan, Z., Ma, T.","Effect of Subanesthetic Dose of Esketamine on Perioperative Neurocognitive Disorders in Elderly Undergoing Gastrointestinal Surgery: A Randomized Controlled Trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18474,"Huang, J. W., Yang, Y. F., Gao, X. S., Xu, Z. H.","A single preoperative low-dose dexamethasone may reduce the incidence and severity of postoperative delirium in the geriatric intertrochanteric fracture patients with internal fixation surgery: an exploratory analysis of a randomized, placebo-controlled trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18474,"Huang, J. W., Yang, Y. F., Gao, X. S., Xu, Z. H.","A single preoperative low-dose dexamethasone may reduce the incidence and severity of postoperative delirium in the geriatric intertrochanteric fracture patients with internal fixation surgery: an exploratory analysis of a randomized, placebo-controlled trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18510,"Kang, D., Kim, M., Bae, H. B., Moon, S., Kim, J.","Comparison of Postoperative Recovery between Balanced and Total Intravenous Anesthesia in Patients Undergoing Off-Pump Coronary Artery Bypass (OPCAB) Surgery: A Prospective, Single-Blind Randomized Study",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
18510,"Kang, D., Kim, M., Bae, H. B., Moon, S., Kim, J.","Comparison of Postoperative Recovery between Balanced and Total Intravenous Anesthesia in Patients Undergoing Off-Pump Coronary Artery Bypass (OPCAB) Surgery: A Prospective, Single-Blind Randomized Study",Stephanie_Ramirez,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
18530,"Kinouchi, M., Mihara, T., Taguri, M., Ogura, M.","The Efficacy of Ramelteon to Prevent Postoperative Delirium After General Anesthesia in the Elderly: A Double-Blind, Randomized, Placebo-Controlled Trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,High,High,Low,Low,Low,Low,High,High
18530,"Kinouchi, M., Mihara, T., Taguri, M., Ogura, M.","The Efficacy of Ramelteon to Prevent Postoperative Delirium After General Anesthesia in the Elderly: A Double-Blind, Randomized, Placebo-Controlled Trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,High,High,Low,Low,Low,Low,High,High
18548,"Kuang, Q., Zhong, N., Ye, C., Zhu, X., Wei, F.","Propofol Versus Remimazolam on Cognitive Function, Hemodynamics, and Oxygenation During One-Lung Ventilation in Older Patients Undergoing Pulmonary Lobectomy: A Randomized Controlled Trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18548,"Kuang, Q., Zhong, N., Ye, C., Zhu, X., Wei, F.","Propofol Versus Remimazolam on Cognitive Function, Hemodynamics, and Oxygenation During One-Lung Ventilation in Older Patients Undergoing Pulmonary Lobectomy: A Randomized Controlled Trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18558,"Lai, Y., Chen, Q., Xiang, C., Li, G., Wei, K.","Comparison of the Effects of Dexmedetomidine and Lidocaine on Stress Response and Postoperative Delirium of Older Patients Undergoing Thoracoscopic Surgery: A Randomized Controlled Trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18558,"Lai, Y., Chen, Q., Xiang, C., Li, G., Wei, K.","Comparison of the Effects of Dexmedetomidine and Lidocaine on Stress Response and Postoperative Delirium of Older Patients Undergoing Thoracoscopic Surgery: A Randomized Controlled Trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18575,"Li, J. Q., Yuan, H., Wang, X. Q., Yang, M.","Dexmedetomidine-induced anesthesia in elderly patients undergoing hip replacement surgery",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
18575,"Li, J. Q., Yuan, H., Wang, X. Q., Yang, M.","Dexmedetomidine-induced anesthesia in elderly patients undergoing hip replacement surgery",Stephanie_Ramirez,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
18582,"Liao, Y. Q., Min, J., Wu, Z. X., Hu, Z.","Comparison of the effects of remimazolam and dexmedetomidine on early postoperative cognitive function in elderly patients with gastric cancer",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18582,"Liao, Y. Q., Min, J., Wu, Z. X., Hu, Z.","Comparison of the effects of remimazolam and dexmedetomidine on early postoperative cognitive function in elderly patients with gastric cancer",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18597,"Liu, W., Wang, Y., Chen, K., Ye, M., Lu, W., Chen, K., Shen, X.","Effect of Intraoperative Dexmedetomidine Use on Postoperative Delirium in the Elderly After Laryngectomy: A Randomized Controlled Clinical Trial",Anne_Marbella,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
18597,"Liu, W., Wang, Y., Chen, K., Ye, M., Lu, W., Chen, K., Shen, X.","Effect of Intraoperative Dexmedetomidine Use on Postoperative Delirium in the Elderly After Laryngectomy: A Randomized Controlled Clinical Trial",Stephanie_Ramirez,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
18610,"Ma, J., Wang, F., Wang, J., Wang, P., Dou, X., Yao, S., Lin, Y.","The Effect of Low-Dose Esketamine on Postoperative Neurocognitive Dysfunction in Elderly Patients Undergoing General Anesthesia for Gastrointestinal Tumors: A Randomized Controlled Trial",Anne_Marbella,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
18610,"Ma, J., Wang, F., Wang, J., Wang, P., Dou, X., Yao, S., Lin, Y.","The Effect of Low-Dose Esketamine on Postoperative Neurocognitive Dysfunction in Elderly Patients Undergoing General Anesthesia for Gastrointestinal Tumors: A Randomized Controlled Trial",Stephanie_Ramirez,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
18678,"O'Brien, K., Feng, R., Sieber, F., Marcantonio, E. R., Tierney, A., Magaziner, J., Carson, J. L., Dillane, D., Sessler, D. I., Menio, D., Ayad, S., Stone, T., Papp, S., Schwenk, E. S., Marshall, M., Jaffe, J. D., Luke, C., Sharma, B., Azim, S., Hymes, R., Chin, K. J., Sheppard, R., Perlman, B., Sappenfield, J., Hauck, E., Hoeft, M. A., Karlawish, J., Mehta, S., Donegan, D. J., Horan, A., Ellenberg, S. S., Neuman, M. D.","Outcomes with spinal versus general anesthesia for patients with and without preoperative cognitive impairment: Secondary analysis of a randomized clinical trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18678,"O'Brien, K., Feng, R., Sieber, F., Marcantonio, E. R., Tierney, A., Magaziner, J., Carson, J. L., Dillane, D., Sessler, D. I., Menio, D., Ayad, S., Stone, T., Papp, S., Schwenk, E. S., Marshall, M., Jaffe, J. D., Luke, C., Sharma, B., Azim, S., Hymes, R., Chin, K. J., Sheppard, R., Perlman, B., Sappenfield, J., Hauck, E., Hoeft, M. A., Karlawish, J., Mehta, S., Donegan, D. J., Horan, A., Ellenberg, S. S., Neuman, M. D.","Outcomes with spinal versus general anesthesia for patients with and without preoperative cognitive impairment: Secondary analysis of a randomized clinical trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18690,"Oriby, M. E., Elrashidy, A. A., Elsharkawy, A., Ahmed, S. A.","Effects of ketamine or dexmedetomidine on postoperative cognitive dysfunction after cataract surgery: A randomized controlled trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns","Some concerns","Some concerns"
18690,"Oriby, M. E., Elrashidy, A. A., Elsharkawy, A., Ahmed, S. A.","Effects of ketamine or dexmedetomidine on postoperative cognitive dysfunction after cataract surgery: A randomized controlled trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns","Some concerns","Some concerns"
18820,"Sun, Y., Zhang, J., Feng, S.","Remimazolam Supplemented to General Anesthesia Alleviates Stress and Cognitive Impairment in Elder Patients After Hip Surgery",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
18820,"Sun, Y., Zhang, J., Feng, S.","Remimazolam Supplemented to General Anesthesia Alleviates Stress and Cognitive Impairment in Elder Patients After Hip Surgery",Stephanie_Ramirez,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
18867,"Villalobos, D., Reese, M., Wright, M. C., Wong, M., Syed, A., Park, J., Hall, A., Browndyke, J. N., Martucci, K. T., Devinney, M. J., Acker, L., Moretti, E. W., Talbot, L., Colin, B., Ohlendorf, B., Waligorska, T., Shaw, L. M., Whitson, H. E., Cohen, H. J., Mathew, J. P., Berger, M.","Perioperative changes in neurocognitive and Alzheimer's disease-related cerebrospinal fluid biomarkers in older patients randomised to isoflurane or propofol for anaesthetic maintenance",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18867,"Villalobos, D., Reese, M., Wright, M. C., Wong, M., Syed, A., Park, J., Hall, A., Browndyke, J. N., Martucci, K. T., Devinney, M. J., Acker, L., Moretti, E. W., Talbot, L., Colin, B., Ohlendorf, B., Waligorska, T., Shaw, L. M., Whitson, H. E., Cohen, H. J., Mathew, J. P., Berger, M.","Perioperative changes in neurocognitive and Alzheimer's disease-related cerebrospinal fluid biomarkers in older patients randomised to isoflurane or propofol for anaesthetic maintenance",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18870,"Vovk Racman, P., Kšela, J., Racman, M., Žerjav, U., Šoštarič, M.","Comparison of Procedural Sedation With Propofol and Dexmedetomidine During Transcatheter Aortic Valve Replacement Using the Transfemoral Approach",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18870,"Vovk Racman, P., Kšela, J., Racman, M., Žerjav, U., Šoštarič, M.","Comparison of Procedural Sedation With Propofol and Dexmedetomidine During Transcatheter Aortic Valve Replacement Using the Transfemoral Approach",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18909,"Xie, K., Chen, J., Tian, L., Gu, F., Pan, Y., Huang, Z., Fang, J., Yu, W., Zhou, H.","Postoperative infusion of dexmedetomidine via intravenous patient-controlled analgesia for prevention of postoperative delirium in elderly patients undergoing surgery",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
18909,"Xie, K., Chen, J., Tian, L., Gu, F., Pan, Y., Huang, Z., Fang, J., Yu, W., Zhou, H.","Postoperative infusion of dexmedetomidine via intravenous patient-controlled analgesia for prevention of postoperative delirium in elderly patients undergoing surgery",Stephanie_Ramirez,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
18927,"Yang, J. J., Lei, L., Qiu, D., Chen, S., Xing, L. K., Zhao, J. W., Mao, Y. Y., Yang, J. J.","Effect of Remimazolam on Postoperative Delirium in Older Adult Patients Undergoing Orthopedic Surgery: A Prospective Randomized Controlled Clinical Trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18927,"Yang, J. J., Lei, L., Qiu, D., Chen, S., Xing, L. K., Zhao, J. W., Mao, Y. Y., Yang, J. J.","Effect of Remimazolam on Postoperative Delirium in Older Adult Patients Undergoing Orthopedic Surgery: A Prospective Randomized Controlled Clinical Trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18937,"Yoo, S. H., Jue, M. J., Kim, Y. H., Cho, S., Kim, W. J., Kim, K. M., Han, J. I., Lee, H.","The Effect of Dexmedetomidine on the Mini-Cog Score and High-Mobility Group Box 1 Levels in Elderly Patients with Postoperative Neurocognitive Disorders Undergoing Orthopedic Surgery",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18937,"Yoo, S. H., Jue, M. J., Kim, Y. H., Cho, S., Kim, W. J., Kim, K. M., Han, J. I., Lee, H.","The Effect of Dexmedetomidine on the Mini-Cog Score and High-Mobility Group Box 1 Levels in Elderly Patients with Postoperative Neurocognitive Disorders Undergoing Orthopedic Surgery",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18958,"Zhao, W., Li, J., Wang, J., Liu, M., Yu, D.","Effect of dexmedetomidine on postoperative cognitive dysfunction and the T helper 17/regulatory T cell balance in geriatric patients undergoing orthopedic surgery: a randomized controlled study",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18958,"Zhao, W., Li, J., Wang, J., Liu, M., Yu, D.","Effect of dexmedetomidine on postoperative cognitive dysfunction and the T helper 17/regulatory T cell balance in geriatric patients undergoing orthopedic surgery: a randomized controlled study",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18987,"Mei, Xinchun, Zheng, Hai-Lin, Li, Cheng, Ma, Xin, Zheng, Hui, Marcantonio, Edward, Xie, Zhongcong, Shen, Yuan","The Effects of Propofol and Sevoflurane on Postoperative Delirium in Older Patients: A Randomized Clinical Trial Study",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
18987,"Mei, Xinchun, Zheng, Hai-Lin, Li, Cheng, Ma, Xin, Zheng, Hui, Marcantonio, Edward, Xie, Zhongcong, Shen, Yuan","The Effects of Propofol and Sevoflurane on Postoperative Delirium in Older Patients: A Randomized Clinical Trial Study",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
20083,"Kalimeris, K., Kouni, S., Kostopanagiotou, G., Nomikos, T., Fragopoulou, E., Kakisis, J., Vasdekis, S., Matsota, P., Pandazi, A.","Cognitive function and oxidative stress after carotid endarterectomy: Comparison of propofol to sevoflurane anesthesia",Madhulika_Agarkar,4,Low,Low,"Some concerns","Some concerns","Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
20083,"Kalimeris, K., Kouni, S., Kostopanagiotou, G., Nomikos, T., Fragopoulou, E., Kakisis, J., Vasdekis, S., Matsota, P., Pandazi, A.","Cognitive function and oxidative stress after carotid endarterectomy: Comparison of propofol to sevoflurane anesthesia",Anne_Marbella,4,Low,Low,High,Low,High,"Some concerns",Low,Low,Low,Low,Low,Low,High,"Some concerns"
20412,"Tian, H. T., Duan, X. H., Yang, Y. F., Wang, Y., Bai, Q. L., Zhang, X.","Effects of propofol or sevoflurane anesthesia on the perioperative inflammatory response, pulmonary function and cognitive function in patients receiving lung cancer resection",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,"Some concerns","Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
20412,"Tian, H. T., Duan, X. H., Yang, Y. F., Wang, Y., Bai, Q. L., Zhang, X.","Effects of propofol or sevoflurane anesthesia on the perioperative inflammatory response, pulmonary function and cognitive function in patients receiving lung cancer resection",Anne_Marbella,4,"Some concerns","Some concerns",Low,"Some concerns","Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
20454,"Soh, S., Shim, J. K., Song, J. W., Bae, J. C., Kwak, Y. L.","Effect of dexmedetomidine on acute kidney injury after aortic surgery: a single-centre, placebo-controlled, randomised controlled trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
20454,"Soh, S., Shim, J. K., Song, J. W., Bae, J. C., Kwak, Y. L.","Effect of dexmedetomidine on acute kidney injury after aortic surgery: a single-centre, placebo-controlled, randomised controlled trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
20465,"Li, C. J., Wang, B. J., Mu, D. L., Hu, J., Guo, C., Li, X. Y., Ma, D., Wang, D. X.","Randomized clinical trial of intraoperative dexmedetomidine to prevent delirium in the elderly undergoing major non-cardiac surgery",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
20465,"Li, C. J., Wang, B. J., Mu, D. L., Hu, J., Guo, C., Li, X. Y., Ma, D., Wang, D. X.","Randomized clinical trial of intraoperative dexmedetomidine to prevent delirium in the elderly undergoing major non-cardiac surgery",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
20581,"Valentin, L. S. S., Pereira, V. F. A., Pietrobon, R. S., Schmidt, A. P., Oses, J. P., Portela, L. V., Souza, D. O., Vissoci, J. R. N., Da Luz, V. F., De Souza Trintoni, L. M. D. A., Nielsen, K. C., Carmona, M. J. C.","Effects of single low dose of dexamethasone before noncardiac and nonneurologic surgery and general anesthesia on postoperative cognitive dysfunction - A phase III double blind, randomized clinical trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
20581,"Valentin, L. S. S., Pereira, V. F. A., Pietrobon, R. S., Schmidt, A. P., Oses, J. P., Portela, L. V., Souza, D. O., Vissoci, J. R. N., Da Luz, V. F., De Souza Trintoni, L. M. D. A., Nielsen, K. C., Carmona, M. J. C.","Effects of single low dose of dexamethasone before noncardiac and nonneurologic surgery and general anesthesia on postoperative cognitive dysfunction - A phase III double blind, randomized clinical trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
20898,"Kowark, A., Keszei, A. P., Schneider, G., Pilge, S., Schneider, F., Obert, D. P., Georgii, M. T., Heim, M., Rossaint, R., Ziemann, S., van Waesberghe, J., Czaplik, M., Puhringer, F. K., Minarski, C., May, V., Malisi, T., Drexler, B., Ring, C. M., Engler, P., Tilly, R., Bischoff, P., Frey, U., Wittmann, M., Soehle, M., Saller, T., Kienbaum, P., Kretzschmar, M., Coburn, M., Group, I. Promote Study","Preoperative Midazolam and Patient-Centered Outcomes of Older Patients: The I-PROMOTE Randomized Clinical Trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
