refid,design_f_lab,study,study_l,study_l_w_linked,study_id,arm_id,drug,drug_f,drug_recode,drug_recode_abbr,drug_study,arm_n,arm_proph_meds,none,proph_history,proph_med_pre,proph_med_induct,proph_med_intra,proph_med_postop,proph_med_unspec,dexmed,dexmed_loading,dexmed_maintain,dexmed_maintain_low,dexmed_maintain_up,dexmed_postdose,ketamine,ketamine_dose,ketamine_dose_iv,ket_postdose,melatonin,melatonin_dose,melatonin_days,ramelteon,ramelteon_dose,ramelteon_numberdoses,gabapentin,gabapentin_dose,gabapentin_numberdoses,ulinastatin,ulinastatin_dose,ulinastatin_numberdoses,notes,multiple_kq,drug_kq5,control_desc_kq5,other_spec,interv_desc,control_desc
5164,Randomized Clinical Trial,Sultan 2010,[Sultan 2010](evidence_tables.html#5164),[Sultan 2010](evidence_tables.html#5164),Sultan 2010-2,2,Midazolam,Midazolam,Midazolam,Mid,Melatonin,50,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"compares melatonin to midazolam, clonidine, and control",Midazolam,,,,
5164,Randomized Clinical Trial,Sultan 2010,[Sultan 2010](evidence_tables.html#5164),[Sultan 2010](evidence_tables.html#5164),Sultan 2010-3,3,Melatonin,Melatonin,Melatonin,Mel,Melatonin,53,kq6_proph_meds,,,proph_med_pre,,,,,,,,,,,,,,,melatonin,5,2,,,,,,,,,,,,Melatonin,,,one dose night before and another 90 min before surgery,
5183,Nonrandomized Trial,Xu 2017,[Xu 2017](evidence_tables.html#5183),[Xu 2017](evidence_tables.html#5183),Xu 2017-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,48,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal saline in same volume was given
5183,Nonrandomized Trial,Xu 2017,[Xu 2017](evidence_tables.html#5183),[Xu 2017](evidence_tables.html#5183),Xu 2017-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,48,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,dexmedetomidine was pumped at a rate of 0.5 μg/(kg h),
5189,Randomized Clinical Trial,Siripoonyothai 2021,[Siripoonyothai 2021](evidence_tables.html#5189),[Siripoonyothai 2021](evidence_tables.html#5189),Siripoonyothai 2021-1,1,Other,Control,Propofol,Prop,Ketamine,32,kq6_no_proph_meds,kq6_other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,propofol,,Propofol infusion 1.5-6 mg/kg/h intraop
5189,Randomized Clinical Trial,Siripoonyothai 2021,[Siripoonyothai 2021](evidence_tables.html#5189),[Siripoonyothai 2021](evidence_tables.html#5189),Siripoonyothai 2021-2,2,Ketamine,Ketamine,Ketamine,Ket,Ketamine,32,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,,,,,,,ketamine,,1,,,,,,,,,,,,,,,,,,,infusion at 1 mg/kg/h,
5240,Randomized Clinical Trial,Hong 2021,[Hong 2021](evidence_tables.html#5240),[Hong 2021](evidence_tables.html#5240),Hong 2021-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,354,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"procedure was performed under neuraxial anesthesia or a peripheral nerve block, either combined with general anesthesia. Neuraxial anesthesia included epidural and combined spinal-epidural anesthesia. Peripheral nerve blocks included lumbar plexus, sciatic nerve, femoral nerve, and iliac fascial space.",,,,,,0.9% saline + 200 ug sufentanil via PCIVA as 2 ml boluses postoperatively
5240,Randomized Clinical Trial,Hong 2021,[Hong 2021](evidence_tables.html#5240),[Hong 2021](evidence_tables.html#5240),Hong 2021-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,356,kq6_proph_meds,,,,,,proph_med_postop,,dexmedetomidine,,,,,0.026,,,,,,,,,,,,,,,,,,,,,,200 ug dex + 200 ug sufentanil via PCIVA as 2 ml boluses postoperatively,
5251,Randomized Clinical Trial,Chawdhary 2020,[Chawdhary 2020](evidence_tables.html#5251),[Chawdhary 2020](evidence_tables.html#5251),Chawdhary 2020-1,1,Other,Control,Propofol,Prop,Dexmedetomidine,40,kq6_no_proph_meds,kq6_other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both groups got 2 mg/kg of Propofol at induction,,,,propofol,,Intravenous (IV) infusion of propofol 80–100 μg/kg/min
5251,Randomized Clinical Trial,Chawdhary 2020,[Chawdhary 2020](evidence_tables.html#5251),[Chawdhary 2020](evidence_tables.html#5251),Chawdhary 2020-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,40,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,,,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,
5269,Randomized Clinical Trial,Gao 2021,[Gao 2021](evidence_tables.html#5269),[Gao 2021](evidence_tables.html#5269) ([Gao 2020](evidence_tables.html#1819)),Gao 2021-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,20,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal saline 0.9% 15 min before induction and continuous pump injection until end of surgery
5269,Randomized Clinical Trial,Gao 2021,[Gao 2021](evidence_tables.html#5269),[Gao 2021](evidence_tables.html#5269) ([Gao 2020](evidence_tables.html#1819)),Gao 2021-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,20,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,dexmedetomidine,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,15 min before induction and continuous pump injection until end of surgery,
5365,Crossover Trial,Spence 2020,[Spence 2020](evidence_tables.html#5365),[Spence 2020](evidence_tables.html#5365),Spence 2020-1,1,,,,,Dexmedetomidine,411,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5365,Crossover Trial,Spence 2020,[Spence 2020](evidence_tables.html#5365),[Spence 2020](evidence_tables.html#5365),Spence 2020-2,2,,,,,Dexmedetomidine,389,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5436,Randomized Clinical Trial,Chen 2013,[Chen 2013](evidence_tables.html#5436),[Chen 2013](evidence_tables.html#5436),Chen 2013-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,63,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Placebo infusion of normal saline
5436,Randomized Clinical Trial,Chen 2013,[Chen 2013](evidence_tables.html#5436),[Chen 2013](evidence_tables.html#5436),Chen 2013-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,59,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,dexmedetomidine,1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,continuous infusion 4 mg/kg/h until end of surgery,
5452,Randomized Clinical Trial,Guo 2015,[Guo 2015](evidence_tables.html#5452),[Guo 2015](evidence_tables.html#5452),Guo 2015-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,73,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saline infusion for 12 hours upon admission to SICU
5452,Randomized Clinical Trial,Guo 2015,[Guo 2015](evidence_tables.html#5452),[Guo 2015](evidence_tables.html#5452),Guo 2015-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,76,kq6_proph_meds,,,,,,proph_med_postop,,dexmedetomidine,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,administered for 12 hours after SICU admission,
5480,Randomized Clinical Trial,Zhang 2021,[Zhang 2021](evidence_tables.html#5480),[Zhang 2021](evidence_tables.html#5480),Zhang 2021-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,87,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline administered for 10 min, intraoperatively"
5480,Randomized Clinical Trial,Zhang 2021,[Zhang 2021](evidence_tables.html#5480),[Zhang 2021](evidence_tables.html#5480),Zhang 2021-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,87,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,dexmedetomidine,1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
5765,Randomized Clinical Trial,Zhu 2018,[Zhu 2018](evidence_tables.html#5765),[Zhu 2018](evidence_tables.html#5765),Zhu 2018-1,1,,,,,Dexmedetomidine,82,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5765,Randomized Clinical Trial,Zhu 2018,[Zhu 2018](evidence_tables.html#5765),[Zhu 2018](evidence_tables.html#5765),Zhu 2018-2,2,,,,,Dexmedetomidine,81,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5809,Randomized Clinical Trial,Zhou 2019a,[Zhou 2019a](evidence_tables.html#5809),[Zhou 2019a](evidence_tables.html#5809),Zhou 2019a-1,1,,,,,Dexmedetomidine,60,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5809,Randomized Clinical Trial,Zhou 2019a,[Zhou 2019a](evidence_tables.html#5809),[Zhou 2019a](evidence_tables.html#5809),Zhou 2019a-2,2,,,,,Dexmedetomidine,60,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5809,Randomized Clinical Trial,Zhou 2019a,[Zhou 2019a](evidence_tables.html#5809),[Zhou 2019a](evidence_tables.html#5809),Zhou 2019a-3,3,,,,,Dexmedetomidine,60,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894,Randomized Clinical Trial,Mandal 2011,[Mandal 2011](evidence_tables.html#5894),[Mandal 2011](evidence_tables.html#5894),Mandal 2011-1,1,,,,,Dexmedetomidine,30,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894,Randomized Clinical Trial,Mandal 2011,[Mandal 2011](evidence_tables.html#5894),[Mandal 2011](evidence_tables.html#5894),Mandal 2011-2,2,,,,,Dexmedetomidine,30,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5915,Randomized Clinical Trial,Jellish 2003,[Jellish 2003](evidence_tables.html#5915),[Jellish 2003](evidence_tables.html#5915),Jellish 2003-1,1,,,,,Dexmedetomidine,29,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5915,Randomized Clinical Trial,Jellish 2003,[Jellish 2003](evidence_tables.html#5915),[Jellish 2003](evidence_tables.html#5915),Jellish 2003-2,2,,,,,Dexmedetomidine,30,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6017,Before-After/Time Series,Souwer 2018,[Souwer 2018](evidence_tables.html#6017),[Souwer 2018](evidence_tables.html#6017),Souwer 2018-1,1,,,,,Dexmedetomidine,63,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6017,Before-After/Time Series,Souwer 2018,[Souwer 2018](evidence_tables.html#6017),[Souwer 2018](evidence_tables.html#6017),Souwer 2018-2,2,,,,,Dexmedetomidine,86,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6072,Randomized Clinical Trial,Meuret 2018,[Meuret 2018](evidence_tables.html#6072),[Meuret 2018](evidence_tables.html#6072),Meuret 2018-1,1,,,,,Dexmedetomidine,21,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6072,Randomized Clinical Trial,Meuret 2018,[Meuret 2018](evidence_tables.html#6072),[Meuret 2018](evidence_tables.html#6072),Meuret 2018-2,2,,,,,Dexmedetomidine,19,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6109,Randomized Clinical Trial,Shin 2020,[Shin 2020](evidence_tables.html#6109),[Shin 2020](evidence_tables.html#6109),Shin 2020-1,1,,,,,Dexmedetomidine,60,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inhaled,,,,,
6109,Randomized Clinical Trial,Shin 2020,[Shin 2020](evidence_tables.html#6109),[Shin 2020](evidence_tables.html#6109),Shin 2020-2,2,,,,,Dexmedetomidine,58,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIVA,,,,,
6109,Randomized Clinical Trial,Shin 2020,[Shin 2020](evidence_tables.html#6109),[Shin 2020](evidence_tables.html#6109),Shin 2020-3,3,,,,,Dexmedetomidine,58,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6132,Randomized Clinical Trial,Wang 2016,[Wang 2016](evidence_tables.html#6132),[Wang 2016](evidence_tables.html#6132),Wang 2016-1,1,,,,,Dexmedetomidine,103,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6132,Randomized Clinical Trial,Wang 2016,[Wang 2016](evidence_tables.html#6132),[Wang 2016](evidence_tables.html#6132),Wang 2016-2,2,,,,,Dexmedetomidine,103,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6506,Randomized Clinical Trial,Dai 2021,[Dai 2021](evidence_tables.html#6506),[Dai 2021](evidence_tables.html#6506),Dai 2021-1,1,,,,,Dexmedetomidine,81,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6506,Randomized Clinical Trial,Dai 2021,[Dai 2021](evidence_tables.html#6506),[Dai 2021](evidence_tables.html#6506),Dai 2021-2,2,,,,,Dexmedetomidine,83,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6540,Randomized Clinical Trial,Bielka 2021,[Bielka 2021](evidence_tables.html#6540),[Bielka 2021](evidence_tables.html#6540),Bielka 2021-1,1,,,,,Dexmedetomidine,30,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6540,Randomized Clinical Trial,Bielka 2021,[Bielka 2021](evidence_tables.html#6540),[Bielka 2021](evidence_tables.html#6540),Bielka 2021-2,2,,,,,Dexmedetomidine,30,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6540,Randomized Clinical Trial,Bielka 2021,[Bielka 2021](evidence_tables.html#6540),[Bielka 2021](evidence_tables.html#6540),Bielka 2021-3,3,,,,,Dexmedetomidine,30,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6840,Prospective Cohort,Ke 2022a,[Ke 2022a](evidence_tables.html#6840),[Ke 2022a](evidence_tables.html#6840),Ke 2022a-1,1,,,,,Dexmedetomidine,91,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6840,Prospective Cohort,Ke 2022a,[Ke 2022a](evidence_tables.html#6840),[Ke 2022a](evidence_tables.html#6840),Ke 2022a-2,2,,,,,Dexmedetomidine,7,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6964,Retrospective Cohort,Cho 2021,[Cho 2021](evidence_tables.html#6964),[Cho 2021](evidence_tables.html#6964),Cho 2021-1,1,,,,,Dexmedetomidine,1202,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6964,Retrospective Cohort,Cho 2021,[Cho 2021](evidence_tables.html#6964),[Cho 2021](evidence_tables.html#6964),Cho 2021-2,2,,,,,Dexmedetomidine,1374,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7098,Randomized Clinical Trial,Larsen 2010,[Larsen 2010](evidence_tables.html#7098),[Larsen 2010](evidence_tables.html#7098),Larsen 2010-1,1,,,,,Dexmedetomidine,204,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7098,Randomized Clinical Trial,Larsen 2010,[Larsen 2010](evidence_tables.html#7098),[Larsen 2010](evidence_tables.html#7098),Larsen 2010-2,2,,,,,Dexmedetomidine,196,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7151,Randomized Clinical Trial,Wang 2022a,[Wang 2022a](evidence_tables.html#7151),[Wang 2022a](evidence_tables.html#7151),Wang 2022a-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,60,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal saline infusion
7151,Randomized Clinical Trial,Wang 2022a,[Wang 2022a](evidence_tables.html#7151),[Wang 2022a](evidence_tables.html#7151),Wang 2022a-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,60,kq6_proph_meds,,,,proph_med_induct,,,,dexmedetomidine,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
7240,Randomized Clinical Trial,Chitnis 2022,[Chitnis 2022](evidence_tables.html#7240),[Chitnis 2022](evidence_tables.html#7240),Chitnis 2022-1,1,Other,Control,Propofol,Prop,Dexmedetomidine,33,kq6_no_proph_meds,kq6_other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,propofol,,Propofol received an IV maintenance infusion of 10% propofol at 25 to 50 mcg/kg/min postoperatively until normothermic and hemodynamically stable
7240,Randomized Clinical Trial,Chitnis 2022,[Chitnis 2022](evidence_tables.html#7240),[Chitnis 2022](evidence_tables.html#7240),Chitnis 2022-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,34,kq6_proph_meds,,,,,,proph_med_postop,,dexmedetomidine,,0.5,0,1.5,,,,,,,,,,,,,,,,,,,,,,,Iv maintenance infusion starting at 0.5 mcg/kg/h and was titrated as required from 0 to 1.5 mcg/kg/h postoperatively until normothermic and hemodynamically stable,
7309,Randomized Clinical Trial,Fukata 2017,[Fukata 2017](evidence_tables.html#7309),[Fukata 2017](evidence_tables.html#7309),Fukata 2017-1,1,,,,,Dexmedetomidine,100,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7309,Randomized Clinical Trial,Fukata 2017,[Fukata 2017](evidence_tables.html#7309),[Fukata 2017](evidence_tables.html#7309),Fukata 2017-2,2,,,,,Dexmedetomidine,101,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7490,Randomized Clinical Trial,Li 2022,[Li 2022](evidence_tables.html#7490),[Li 2022](evidence_tables.html#7490),Li 2022-1,1,,,,,Dexmedetomidine,471,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7490,Randomized Clinical Trial,Li 2022,[Li 2022](evidence_tables.html#7490),[Li 2022](evidence_tables.html#7490),Li 2022-2,2,,,,,Dexmedetomidine,471,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7522,Prospective Cohort,Leigheb 2022,[Leigheb 2022](evidence_tables.html#7522),[Leigheb 2022](evidence_tables.html#7522),Leigheb 2022-1,1,,,,,Dexmedetomidine,36,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7522,Prospective Cohort,Leigheb 2022,[Leigheb 2022](evidence_tables.html#7522),[Leigheb 2022](evidence_tables.html#7522),Leigheb 2022-2,2,,,,,Dexmedetomidine,47,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7554,Randomized Clinical Trial,Brown 2021,[Brown 2021](evidence_tables.html#7554),[Brown 2021](evidence_tables.html#7554),Brown 2021-1,1,,,,,Dexmedetomidine,106,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7554,Randomized Clinical Trial,Brown 2021,[Brown 2021](evidence_tables.html#7554),[Brown 2021](evidence_tables.html#7554),Brown 2021-2,2,,,,,Dexmedetomidine,111,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7686,Randomized Clinical Trial,Xiang 2022,[Xiang 2022](evidence_tables.html#7686),[Xiang 2022](evidence_tables.html#7686),Xiang 2022-1,1,,,,,Dexmedetomidine,84,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7686,Randomized Clinical Trial,Xiang 2022,[Xiang 2022](evidence_tables.html#7686),[Xiang 2022](evidence_tables.html#7686),Xiang 2022-2,2,,,,,Dexmedetomidine,84,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7722,Prospective Cohort,Duprey 2022,[Duprey 2022](evidence_tables.html#7722),[Duprey 2022](evidence_tables.html#7722),Duprey 2022-1,1,,,,,Dexmedetomidine,560,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7722,Prospective Cohort,Duprey 2022,[Duprey 2022](evidence_tables.html#7722),[Duprey 2022](evidence_tables.html#7722),Duprey 2022-2,2,,,,,Dexmedetomidine,,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7722,Prospective Cohort,Duprey 2022,[Duprey 2022](evidence_tables.html#7722),[Duprey 2022](evidence_tables.html#7722),Duprey 2022-3,3,,,,,Dexmedetomidine,60,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7722,Prospective Cohort,Duprey 2022,[Duprey 2022](evidence_tables.html#7722),[Duprey 2022](evidence_tables.html#7722),Duprey 2022-4,4,,,,,Dexmedetomidine,339,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7722,Prospective Cohort,Duprey 2022,[Duprey 2022](evidence_tables.html#7722),[Duprey 2022](evidence_tables.html#7722),Duprey 2022-5,5,,,,,Dexmedetomidine,,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7722,Prospective Cohort,Duprey 2022,[Duprey 2022](evidence_tables.html#7722),[Duprey 2022](evidence_tables.html#7722),Duprey 2022-6,6,,,,,Dexmedetomidine,,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8003,Retrospective Cohort,Fuchita 2019a,[Fuchita 2019a](evidence_tables.html#8003),[Fuchita 2019a](evidence_tables.html#8003),Fuchita 2019a-1,1,,,,,Dexmedetomidine,3,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8003,Retrospective Cohort,Fuchita 2019a,[Fuchita 2019a](evidence_tables.html#8003),[Fuchita 2019a](evidence_tables.html#8003),Fuchita 2019a-2,2,,,,,Dexmedetomidine,81,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8117,Randomized Clinical Trial,Neuman 2021,[Neuman 2021](evidence_tables.html#8117),[Neuman 2021](evidence_tables.html#8117),Neuman 2021-1,1,,,,,Dexmedetomidine,804,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8117,Randomized Clinical Trial,Neuman 2021,[Neuman 2021](evidence_tables.html#8117),[Neuman 2021](evidence_tables.html#8117),Neuman 2021-2,2,,,,,Dexmedetomidine,795,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8558,Randomized Clinical Trial,Lu 2021,[Lu 2021](evidence_tables.html#8558),[Lu 2021](evidence_tables.html#8558),Lu 2021-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,331,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saline infused 0.5 ug/kg for 15 minutes followed by 0.2 ug/kg/hr through a continuous pump until 30 minutes before the end of sugery
8558,Randomized Clinical Trial,Lu 2021,[Lu 2021](evidence_tables.html#8558),[Lu 2021](evidence_tables.html#8558),Lu 2021-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,344,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,dexmedetomidine,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,dexemeditomidine infused 0.5 ug/kg for 15 minutes followed by 0.2 ug/kg/hr through a continuous pump until 30 minutes before the end of sugery,
8574,Randomized Clinical Trial,Kalisvaart 2005,[Kalisvaart 2005](evidence_tables.html#8574),[Kalisvaart 2005](evidence_tables.html#8574),Kalisvaart 2005-1,1,,,,,Dexmedetomidine,218,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8574,Randomized Clinical Trial,Kalisvaart 2005,[Kalisvaart 2005](evidence_tables.html#8574),[Kalisvaart 2005](evidence_tables.html#8574),Kalisvaart 2005-2,2,,,,,Dexmedetomidine,212,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8864,Randomized Clinical Trial,Fukata 2014,[Fukata 2014](evidence_tables.html#8864),[Fukata 2014](evidence_tables.html#8864),Fukata 2014-1,1,,,,,Dexmedetomidine,62,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8864,Randomized Clinical Trial,Fukata 2014,[Fukata 2014](evidence_tables.html#8864),[Fukata 2014](evidence_tables.html#8864),Fukata 2014-2,2,,,,,Dexmedetomidine,59,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9011,Randomized Clinical Trial,Ding 2021,[Ding 2021](evidence_tables.html#9011),[Ding 2021](evidence_tables.html#9011),Ding 2021-1,1,,,,,Dexmedetomidine,90,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9011,Randomized Clinical Trial,Ding 2021,[Ding 2021](evidence_tables.html#9011),[Ding 2021](evidence_tables.html#9011),Ding 2021-2,2,,,,,Dexmedetomidine,90,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9157,Randomized Clinical Trial,Tan 2022,[Tan 2022](evidence_tables.html#9157),[Tan 2022](evidence_tables.html#9157),Tan 2022-1,1,,,,,Dexmedetomidine,33,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9157,Randomized Clinical Trial,Tan 2022,[Tan 2022](evidence_tables.html#9157),[Tan 2022](evidence_tables.html#9157),Tan 2022-2,2,,,,,Dexmedetomidine,33,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9157,Randomized Clinical Trial,Tan 2022,[Tan 2022](evidence_tables.html#9157),[Tan 2022](evidence_tables.html#9157),Tan 2022-3,3,,,,,Dexmedetomidine,33,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9196,Randomized Clinical Trial,Wang 2012,[Wang 2012](evidence_tables.html#9196),[Wang 2012](evidence_tables.html#9196),Wang 2012-1,1,,,,,Dexmedetomidine,228,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9196,Randomized Clinical Trial,Wang 2012,[Wang 2012](evidence_tables.html#9196),[Wang 2012](evidence_tables.html#9196),Wang 2012-2,2,,,,,Dexmedetomidine,229,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9256,Randomized Clinical Trial,Javaherforoosh 2021,[Javaherforoosh 2021](evidence_tables.html#9256),[Javaherforoosh 2021](evidence_tables.html#9256),Javaherforoosh 2021-1,1,Placebo,Control,Placebo,Plac,Melatonin,30,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3mg capsules of cornstarch the evening before the operation and the morning of surgery, continuing until the second postop day"
